filename;formulation;lb;ub;time
r-4-2-100-11-1-0.cssp;A;1;2;1800
r-4-2-100-11-1-0.cssp;Ad;2;2;40.88
r-4-2-100-11-1-0.cssp;P;2;2;41.38
r-4-2-100-11-1-0.cssp;Pd;2;2;0.04
r-4-2-100-11-1-1.cssp;A;1;1;98.22
r-4-2-100-11-1-1.cssp;Ad;1;1;2.9
r-4-2-100-11-1-1.cssp;P;1;1;21.74
r-4-2-100-11-1-1.cssp;Pd;1;1;0.02
r-4-2-100-11-1-2.cssp;A;1;1;117.42
r-4-2-100-11-1-2.cssp;Ad;1;1;1.58
r-4-2-100-11-1-2.cssp;P;1;1;32.5
r-4-2-100-11-1-2.cssp;Pd;1;1;0
r-4-2-100-11-1-3.cssp;A;1;2;1800
r-4-2-100-11-1-3.cssp;Ad;2;2;7.1
r-4-2-100-11-1-3.cssp;P;2;2;32.42
r-4-2-100-11-1-3.cssp;Pd;2;2;0.04
r-4-2-100-11-1-4.cssp;A;1;1;119.44
r-4-2-100-11-1-4.cssp;Ad;1;1;2.5
r-4-2-100-11-1-4.cssp;P;1;1;21.74
r-4-2-100-11-1-4.cssp;Pd;1;1;0
r-4-2-125-16-2-0.cssp;A;1;2;1800
r-4-2-125-16-2-0.cssp;Ad;2;2;5.5
r-4-2-125-16-2-0.cssp;P;2;2;94.02
r-4-2-125-16-2-0.cssp;Pd;2;2;0.04
r-4-2-125-16-2-1.cssp;A;1;3;1800
r-4-2-125-16-2-1.cssp;Ad;3;3;4.34
r-4-2-125-16-2-1.cssp;P;3;3;102.24
r-4-2-125-16-2-1.cssp;Pd;3;3;0.02
r-4-2-125-16-2-2.cssp;A;1;3;1800
r-4-2-125-16-2-2.cssp;Ad;3;3;20.94
r-4-2-125-16-2-2.cssp;P;3;3;90.36
r-4-2-125-16-2-2.cssp;Pd;3;3;0
r-4-2-125-16-2-3.cssp;A;1;2;1800
r-4-2-125-16-2-3.cssp;Ad;2;2;80.44
r-4-2-125-16-2-3.cssp;P;2;2;72.04
r-4-2-125-16-2-3.cssp;Pd;2;2;0.08
r-4-2-125-16-2-4.cssp;A;1;3;1800
r-4-2-125-16-2-4.cssp;Ad;3;3;1.5
r-4-2-125-16-2-4.cssp;P;3;3;93.18
r-4-2-125-16-2-4.cssp;Pd;3;3;0.04
r-4-2-150-12-1-0.cssp;A;1;2;1800
r-4-2-150-12-1-0.cssp;Ad;2;2;35.72
r-4-2-150-12-1-0.cssp;P;2;2;156.54
r-4-2-150-12-1-0.cssp;Pd;2;2;0.04
r-4-2-150-12-1-1.cssp;A;1;1;575.72
r-4-2-150-12-1-1.cssp;Ad;1;1;21.34
r-4-2-150-12-1-1.cssp;P;1;1;124.44
r-4-2-150-12-1-1.cssp;Pd;1;1;0
r-4-2-150-12-1-2.cssp;A;1;2;1800
r-4-2-150-12-1-2.cssp;Ad;2;2;214.16
r-4-2-150-12-1-2.cssp;P;2;2;167.28
r-4-2-150-12-1-2.cssp;Pd;2;2;0.06
r-4-2-150-12-1-3.cssp;A;1;2;1800
r-4-2-150-12-1-3.cssp;Ad;2;2;9.08
r-4-2-150-12-1-3.cssp;P;2;2;179.62
r-4-2-150-12-1-3.cssp;Pd;2;2;0.06
r-4-2-150-12-1-4.cssp;A;1;1;588.38
r-4-2-150-12-1-4.cssp;Ad;1;1;135.58
r-4-2-150-12-1-4.cssp;P;1;1;124.44
r-4-2-150-12-1-4.cssp;Pd;1;1;0.02
r-4-2-50-15-2-0.cssp;A;2;4;1800
r-4-2-50-15-2-0.cssp;Ad;4;4;4.78
r-4-2-50-15-2-0.cssp;P;4;4;3.96
r-4-2-50-15-2-0.cssp;Pd;4;4;0.02
r-4-2-50-15-2-1.cssp;A;1;4;1800
r-4-2-50-15-2-1.cssp;Ad;4;4;29.08
r-4-2-50-15-2-1.cssp;P;4;4;2.62
r-4-2-50-15-2-1.cssp;Pd;4;4;0.02
r-4-2-50-15-2-2.cssp;A;1;3;1800
r-4-2-50-15-2-2.cssp;Ad;3;3;0.54
r-4-2-50-15-2-2.cssp;P;3;3;2.68
r-4-2-50-15-2-2.cssp;Pd;3;3;0
r-4-2-50-15-2-3.cssp;A;3;3;1312.4
r-4-2-50-15-2-3.cssp;Ad;3;3;5.16
r-4-2-50-15-2-3.cssp;P;3;3;2.6
r-4-2-50-15-2-3.cssp;Pd;3;3;0
r-4-2-50-15-2-4.cssp;A;2;3;1800
r-4-2-50-15-2-4.cssp;Ad;3;3;37.32
r-4-2-50-15-2-4.cssp;P;3;3;2.72
r-4-2-50-15-2-4.cssp;Pd;3;3;0.06
r-4-2-75-11-1-0.cssp;A;2;2;1123.96
r-4-2-75-11-1-0.cssp;Ad;2;2;3.46
r-4-2-75-11-1-0.cssp;P;2;2;10.46
r-4-2-75-11-1-0.cssp;Pd;2;2;0.06
r-4-2-75-11-1-1.cssp;A;0.841334;2;1800
r-4-2-75-11-1-1.cssp;Ad;2;2;2.2
r-4-2-75-11-1-1.cssp;P;2;2;9.46
r-4-2-75-11-1-1.cssp;Pd;2;2;0.02
r-4-2-75-11-1-2.cssp;A;1;2;1800
r-4-2-75-11-1-2.cssp;Ad;2;2;43
r-4-2-75-11-1-2.cssp;P;2;2;13.88
r-4-2-75-11-1-2.cssp;Pd;2;2;0.04
r-4-2-75-11-1-3.cssp;A;1;1;65.24
r-4-2-75-11-1-3.cssp;Ad;1;1;1.42
r-4-2-75-11-1-3.cssp;P;1;1;8.54
r-4-2-75-11-1-3.cssp;Pd;1;1;0
r-4-2-75-11-1-4.cssp;A;2;2;1588.68
r-4-2-75-11-1-4.cssp;Ad;2;2;0.66
r-4-2-75-11-1-4.cssp;P;2;2;15.48
r-4-2-75-11-1-4.cssp;Pd;2;2;0.04
r-4-4-100-7-1-0.cssp;A;1;1;433.14
r-4-4-100-7-1-0.cssp;Ad;1;1;129.72
r-4-4-100-7-1-0.cssp;P;1;1;222.42
r-4-4-100-7-1-0.cssp;Pd;1;1;5.56
r-4-4-100-7-1-1.cssp;A;1;1;985.6
r-4-4-100-7-1-1.cssp;Ad;1;1;114.18
r-4-4-100-7-1-1.cssp;P;1;1;215.34
r-4-4-100-7-1-1.cssp;Pd;1;1;0.34
r-4-4-100-7-1-2.cssp;A;1;1;229.86
r-4-4-100-7-1-2.cssp;Ad;1;1;67.96
r-4-4-100-7-1-2.cssp;P;1;1;152.2
r-4-4-100-7-1-2.cssp;Pd;1;1;6.84
r-4-4-100-7-1-3.cssp;A;1;1;531.2
r-4-4-100-7-1-3.cssp;Ad;1;1;62.4
r-4-4-100-7-1-3.cssp;P;1;1;255.72
r-4-4-100-7-1-3.cssp;Pd;1;1;1.34
r-4-4-100-7-1-4.cssp;A;1;1;1154.16
r-4-4-100-7-1-4.cssp;Ad;1;1;535.08
r-4-4-100-7-1-4.cssp;P;1;1;241.28
r-4-4-100-7-1-4.cssp;Pd;1;1;0.7
r-4-4-125-16-4-0.cssp;A;0;8;1800
r-4-4-125-16-4-0.cssp;Ad;4;7;1800
r-4-4-125-16-4-0.cssp;P;5;5;970.98
r-4-4-125-16-4-0.cssp;Pd;5;5;978.34
r-4-4-125-16-4-1.cssp;A;0;7;1800
r-4-4-125-16-4-1.cssp;Ad;4;7;1800
r-4-4-125-16-4-1.cssp;P;4;4;371.44
r-4-4-125-16-4-1.cssp;Pd;4;4;147.38
r-4-4-125-16-4-2.cssp;A;0;8;1800
r-4-4-125-16-4-2.cssp;Ad;4;7;1800
r-4-4-125-16-4-2.cssp;P;4;4;478.4
r-4-4-125-16-4-2.cssp;Pd;4;4;456.56
r-4-4-125-16-4-3.cssp;A;0;5;1800
r-4-4-125-16-4-3.cssp;Ad;4;7;1800
r-4-4-125-16-4-3.cssp;P;4;4;471.96
r-4-4-125-16-4-3.cssp;Pd;4;4;314.2
r-4-4-125-16-4-4.cssp;A;0;8;1800
r-4-4-125-16-4-4.cssp;Ad;4;7;1800
r-4-4-125-16-4-4.cssp;P;5;5;977.26
r-4-4-125-16-4-4.cssp;Pd;5;5;753.06
r-4-4-150-8-1-0.cssp;A;1;1;1663.64
r-4-4-150-8-1-0.cssp;Ad;1;1;89.34
r-4-4-150-8-1-0.cssp;P;1;1;810.46
r-4-4-150-8-1-0.cssp;Pd;1;1;4.32
r-4-4-150-8-1-1.cssp;A;0;2;1800
r-4-4-150-8-1-1.cssp;Ad;1;2;1800
r-4-4-150-8-1-1.cssp;P;2;2;703.24
r-4-4-150-8-1-1.cssp;Pd;2;2;1.66
r-4-4-150-8-1-2.cssp;A;0;2;1800
r-4-4-150-8-1-2.cssp;Ad;1;2;1800
r-4-4-150-8-1-2.cssp;P;2;2;1075.62
r-4-4-150-8-1-2.cssp;Pd;2;2;11.58
r-4-4-150-8-1-3.cssp;A;0;1;1800
r-4-4-150-8-1-3.cssp;Ad;1;2;1800
r-4-4-150-8-1-3.cssp;P;1;1;757.34
r-4-4-150-8-1-3.cssp;Pd;1;1;5.56
r-4-4-150-8-1-4.cssp;A;0;2;1800
r-4-4-150-8-1-4.cssp;Ad;1;2;1800
r-4-4-150-8-1-4.cssp;P;2;2;1417.18
r-4-4-150-8-1-4.cssp;Pd;2;2;18.24
r-4-4-50-17-5-0.cssp;A;2;5;1800
r-4-4-50-17-5-0.cssp;Ad;5;5;415.06
r-4-4-50-17-5-0.cssp;P;5;5;9.58
r-4-4-50-17-5-0.cssp;Pd;5;5;19.78
r-4-4-50-17-5-1.cssp;A;2.21472;6;1800
r-4-4-50-17-5-1.cssp;Ad;5;6;1800
r-4-4-50-17-5-1.cssp;P;6;6;38.3
r-4-4-50-17-5-1.cssp;Pd;6;6;18.22
r-4-4-50-17-5-2.cssp;A;1;5;1800
r-4-4-50-17-5-2.cssp;Ad;5;5;1170.24
r-4-4-50-17-5-2.cssp;P;5;5;19.94
r-4-4-50-17-5-2.cssp;Pd;5;5;1.6
r-4-4-50-17-5-3.cssp;A;2;6;1800
r-4-4-50-17-5-3.cssp;Ad;5;6;1800
r-4-4-50-17-5-3.cssp;P;6;6;29.02
r-4-4-50-17-5-3.cssp;Pd;6;6;23.94
r-4-4-50-17-5-4.cssp;A;2;5;1800
r-4-4-50-17-5-4.cssp;Ad;5;5;1554.62
r-4-4-50-17-5-4.cssp;P;5;5;31.28
r-4-4-50-17-5-4.cssp;Pd;5;5;28.14
r-4-4-75-10-2-0.cssp;A;1;3;1800
r-4-4-75-10-2-0.cssp;Ad;2;3;1800
r-4-4-75-10-2-0.cssp;P;3;3;103.7
r-4-4-75-10-2-0.cssp;Pd;3;3;8.32
r-4-4-75-10-2-1.cssp;A;1;3;1800
r-4-4-75-10-2-1.cssp;Ad;2;3;1800
r-4-4-75-10-2-1.cssp;P;3;3;135.72
r-4-4-75-10-2-1.cssp;Pd;3;3;13.86
r-4-4-75-10-2-2.cssp;A;1;3;1800
r-4-4-75-10-2-2.cssp;Ad;2;3;1800
r-4-4-75-10-2-2.cssp;P;3;3;116.94
r-4-4-75-10-2-2.cssp;Pd;3;3;7.26
r-4-4-75-10-2-3.cssp;A;1;3;1800
r-4-4-75-10-2-3.cssp;Ad;2;3;1800
r-4-4-75-10-2-3.cssp;P;3;3;87.8
r-4-4-75-10-2-3.cssp;Pd;3;3;13.6
r-4-4-75-10-2-4.cssp;A;1;3;1800
r-4-4-75-10-2-4.cssp;Ad;2;3;1800
r-4-4-75-10-2-4.cssp;P;3;3;86.52
r-4-4-75-10-2-4.cssp;Pd;3;3;7
r-4-8-100-6-1-0.cssp;A;0;2;1800
r-4-8-100-6-1-0.cssp;Ad;1;1;852.1
r-4-8-100-6-1-0.cssp;P;0;2;1000.84
r-4-8-100-6-1-0.cssp;Pd;1;1;530.62
r-4-8-100-6-1-1.cssp;A;0;2;1800
r-4-8-100-6-1-1.cssp;Ad;1;1;141.16
r-4-8-100-6-1-1.cssp;P;1;1;969.9
r-4-8-100-6-1-1.cssp;Pd;1;1;1116.66
r-4-8-100-6-1-2.cssp;A;0;2;1800
r-4-8-100-6-1-2.cssp;Ad;1;1;1488.84
r-4-8-100-6-1-2.cssp;P;1;1;872.98
r-4-8-100-6-1-2.cssp;Pd;1;1;1673.76
r-4-8-100-6-1-3.cssp;A;0;2;1800
r-4-8-100-6-1-3.cssp;Ad;1;2;1800
r-4-8-100-6-1-3.cssp;P;2;2;1405.52
r-4-8-100-6-1-3.cssp;Pd;1;2;1800
r-4-8-100-6-1-4.cssp;A;0;2;1800
r-4-8-100-6-1-4.cssp;Ad;1;1;309.4
r-4-8-100-6-1-4.cssp;P;1;1;817.14
r-4-8-100-6-1-4.cssp;Pd;1;1;25.06
r-4-8-125-15-5-0.cssp;A;0;12;1800
r-4-8-125-15-5-0.cssp;Ad;4;11;1800
r-4-8-125-15-5-0.cssp;P;0;7;1723.02
r-4-8-125-15-5-0.cssp;Pd;4;6;1649.42
r-4-8-125-15-5-1.cssp;A;0;10;1800
r-4-8-125-15-5-1.cssp;Ad;4;10;1800
r-4-8-125-15-5-1.cssp;P;0;7;1283.14
r-4-8-125-15-5-1.cssp;Pd;4;7;1143.42
r-4-8-125-15-5-2.cssp;A;0;1.00E+20;1800
r-4-8-125-15-5-2.cssp;Ad;4;10;1800
r-4-8-125-15-5-2.cssp;P;0;7;1551.86
r-4-8-125-15-5-2.cssp;Pd;4;6;1800
r-4-8-125-15-5-3.cssp;A;0;11;1800
r-4-8-125-15-5-3.cssp;Ad;4;11;1800
r-4-8-125-15-5-3.cssp;P;0;7;1253.42
r-4-8-125-15-5-3.cssp;Pd;4;6;1800
r-4-8-125-15-5-4.cssp;A;0;10;1800
r-4-8-125-15-5-4.cssp;Ad;4;9;1800
r-4-8-125-15-5-4.cssp;P;0;7;1800
r-4-8-125-15-5-4.cssp;Pd;4;7;1448.94
r-4-8-150-11-3-0.cssp;A;0;8;1800
r-4-8-150-11-3-0.cssp;Ad;2;8;1800
r-4-8-150-11-3-0.cssp;P;0;5;1027.96
r-4-8-150-11-3-0.cssp;Pd;3;3;210.92
r-4-8-150-11-3-1.cssp;A;0;7;1800
r-4-8-150-11-3-1.cssp;Ad;2;6;1800
r-4-8-150-11-3-1.cssp;P;0;5;1041.14
r-4-8-150-11-3-1.cssp;Pd;3;4;1800
r-4-8-150-11-3-2.cssp;A;0;6;1800
r-4-8-150-11-3-2.cssp;Ad;2;6;1800
r-4-8-150-11-3-2.cssp;P;0;5;1125.22
r-4-8-150-11-3-2.cssp;Pd;3;4;1800
r-4-8-150-11-3-3.cssp;A;0;8;1800
r-4-8-150-11-3-3.cssp;Ad;3;8;1800
r-4-8-150-11-3-3.cssp;P;0;5;1337.62
r-4-8-150-11-3-3.cssp;Pd;3;4;1800
r-4-8-150-11-3-4.cssp;A;0;6;1800
r-4-8-150-11-3-4.cssp;Ad;2;6;1800
r-4-8-150-11-3-4.cssp;P;0;5;1567.84
r-4-8-150-11-3-4.cssp;Pd;3;4;1800
r-4-8-50-16-6-0.cssp;A;0;8;1800
r-4-8-50-16-6-0.cssp;Ad;5;8;1800
r-4-8-50-16-6-0.cssp;P;5;7;1479.94
r-4-8-50-16-6-0.cssp;Pd;5;7;1705.18
r-4-8-50-16-6-1.cssp;A;2;8;1800
r-4-8-50-16-6-1.cssp;Ad;5;9;1800
r-4-8-50-16-6-1.cssp;P;5;7;1401.98
r-4-8-50-16-6-1.cssp;Pd;5;7;1225.58
r-4-8-50-16-6-2.cssp;A;2;8;1800
r-4-8-50-16-6-2.cssp;Ad;5;8;1800
r-4-8-50-16-6-2.cssp;P;4;8;772.66
r-4-8-50-16-6-2.cssp;Pd;5;8;871.26
r-4-8-50-16-6-3.cssp;A;1;7;1800
r-4-8-50-16-6-3.cssp;Ad;5;8;1800
r-4-8-50-16-6-3.cssp;P;4;8;866.3
r-4-8-50-16-6-3.cssp;Pd;5;7;1374.8
r-4-8-50-16-6-4.cssp;A;2;8;1800
r-4-8-50-16-6-4.cssp;Ad;5;8;1800
r-4-8-50-16-6-4.cssp;P;5;7;1431.04
r-4-8-50-16-6-4.cssp;Pd;5;7;1551.32
r-4-8-75-8-2-0.cssp;A;0;3;1800
r-4-8-75-8-2-0.cssp;Ad;2;3;1800
r-4-8-75-8-2-0.cssp;P;2;2;1057.6
r-4-8-75-8-2-0.cssp;Pd;2;2;263.78
r-4-8-75-8-2-1.cssp;A;1;2;1800
r-4-8-75-8-2-1.cssp;Ad;2;3;1800
r-4-8-75-8-2-1.cssp;P;2;2;836.52
r-4-8-75-8-2-1.cssp;Pd;2;2;825.7
r-4-8-75-8-2-2.cssp;A;1;2;1800
r-4-8-75-8-2-2.cssp;Ad;2;3;1800
r-4-8-75-8-2-2.cssp;P;2;2;1657.82
r-4-8-75-8-2-2.cssp;Pd;2;2;443.38
r-4-8-75-8-2-3.cssp;A;1;3;1800
r-4-8-75-8-2-3.cssp;Ad;2;3;1800
r-4-8-75-8-2-3.cssp;P;1;3;1614.48
r-4-8-75-8-2-3.cssp;Pd;2;3;1800
r-4-8-75-8-2-4.cssp;A;1;3;1800
r-4-8-75-8-2-4.cssp;Ad;2;3;1800
r-4-8-75-8-2-4.cssp;P;2;3;1800
r-4-8-75-8-2-4.cssp;Pd;2;3;1800
